Item,CH105_inplane_C(1)(1),CH105_Time_SEC(1)(1),CH106_inplane_C(1)(1),CH106_Time_SEC(1)(1),CH107_inplane_C(1)(1),CH107_Time_SEC(1)(1),CH108_inplane_C(1)(1),CH108_Time_SEC(1)(1),CH109_inplane_C(1)(1),CH109_Time_SEC(1)(1),CH110_inplane_C(1)(1),CH110_Time_SEC(1)(1),CH125_inplane_C(1)(1),CH125_Time_SEC(1)(1),CH126_inplane_C(1)(1),CH126_Time_SEC(1)(1),CH127_inplane_C(1)(1),CH127_Time_SEC(1)(1),CH128_inplane_C(1)(1),CH128_Time_SEC(1)(1),CH129_inplane_C(1)(1),CH129_Time_SEC(1)(1),CH130_inplane_C(1)(1),CH130_Time_SEC(1)(1),CH205_throughplane_C(1)(1),CH205_Time_SEC(1)(1),CH206_throughplane_C(1)(1),CH206_Time_SEC(1)(1),CH207_throughplane_C(1)(1),CH207_Time_SEC(1)(1),CH208_throughplane_C(1)(1),CH208_Time_SEC(1)(1),CH209_throughplane_C(1)(1),CH209_Time_SEC(1)(1),CH210_throughplane_C(1)(1),CH210_Time_SEC(1)(1),CH225_throughplane_C(1)(1),CH225_Time_SEC(1)(1),CH226_throughplane_C(1)(1),CH226_Time_SEC(1)(1),CH227_throughplane_C(1)(1),CH227_Time_SEC(1)(1),CH228_throughplane_C(1)(1),CH228_Time_SEC(1)(1),CH229_throughplane_C(1)(1),CH229_Time_SEC(1)(1),CH230_throughplane_C(1)(1),CH230_Time_SEC(1)(1),
80,17.4629574,394.947317,17.429842,394.973571,17.4325924,395.002117,17.4126091,395.028029,17.4504509,395.053974,17.4142857,395.07994,17.4825249,395.10594,17.44063,395.13196,17.4032249,395.157939,17.4181213,395.183939,17.414629,395.209937,17.3909893,395.235939,17.492733,395.295791,17.4226894,395.321944,17.4408665,395.35048,17.4768944,395.376687,17.4579639,395.402945,17.5010872,395.428948,17.4398651,395.454942,17.4528503,395.480942,17.4872189,395.506939,17.4850693,395.532944,17.4954185,395.55894,17.4337482,395.584939,
81,17.4644642,399.952697,17.4285526,399.978936,17.4355431,400.005061,17.4107151,400.030987,17.4550838,400.056941,17.4145966,400.082942,17.4846611,400.108942,17.4390106,400.134952,17.4025478,400.160944,17.4219627,400.186939,17.4112968,400.212936,17.3933754,400.238939,17.4891014,400.297977,17.4281979,400.324069,17.4436321,400.354202,17.4752274,400.379957,17.4621544,400.405938,17.4980278,400.431944,17.4469357,400.457943,17.4439964,400.483952,17.4931831,400.509945,17.4815922,400.535947,17.4979992,400.561943,17.4343586,400.587941,
82,17.4635715,404.945943,17.4327545,404.972219,17.4348507,404.997946,17.4151459,405.02432,17.4524708,405.050308,17.4155102,405.075938,17.4830074,405.101936,17.4412479,405.127958,17.404541,405.15394,17.4190216,405.179946,17.4145756,405.205938,17.3914013,405.231941,17.4955311,405.291329,17.4227943,405.317275,17.4463787,405.343058,17.4776058,405.373003,17.4587822,405.398954,17.5031681,405.424935,17.440403,405.450943,17.4525795,405.476944,17.4876499,405.502937,17.4864349,405.528945,17.4955215,405.554946,17.4340382,405.580938,
83,17.4665909,409.949078,17.4314671,409.975332,17.4372005,410.001259,17.4121819,410.026943,17.4563694,410.053102,17.4168568,410.079086,17.4852009,410.104939,17.4388027,410.130937,17.4040737,410.156939,17.4226971,410.182942,17.4128246,410.208945,17.3946609,410.234944,17.4910469,410.293993,17.4264565,410.319939,17.4409447,410.345938,17.4796829,410.371941,17.460865,410.400938,17.5019531,410.426943,17.4503841,410.455445,17.4457664,410.481367,17.491785,410.507574,17.4816914,410.533935,17.4977226,410.559937,17.4366245,410.585947,
84,17.4663429,414.946939,17.4327583,414.981775,17.4376984,415.007939,17.415102,415.033946,17.4548149,415.059937,17.4214344,415.086609,17.4794617,415.112945,17.441328,415.138943,17.4058304,415.164942,17.4218674,415.190938,17.4139938,415.216947,17.3929138,415.242943,17.4915867,415.302346,17.4248047,415.328068,17.454689,415.353995,17.4685459,415.379993,17.4612637,415.410893,17.5054684,415.436938,17.4398556,415.462945,17.4531956,415.488938,17.4862556,415.514943,17.4884701,415.540942,17.494688,415.566938,17.43894,415.592939,
85,17.4690113,419.948889,17.4330902,419.975178,17.4411087,420.001131,17.4118023,420.026975,17.459116,420.052937,17.4200649,420.079078,17.4830894,420.105942,17.4442043,420.13194,17.4035149,420.158254,17.4235821,420.183942,17.411335,420.209944,17.3986473,420.235947,17.4865932,420.295013,17.4297504,420.320946,17.4444752,420.346962,17.4767265,420.372947,17.4633236,420.398938,17.498806,420.425492,17.4472446,420.454363,17.4487381,420.480277,17.4929047,420.506241,17.4838371,420.531945,17.4953823,420.55794,17.4408855,420.583939,
86,17.4709988,424.949104,17.434515,424.978022,17.4392681,425.003942,17.4169788,425.029944,17.4572086,425.055938,17.4228458,425.081941,17.4811459,425.107942,17.4422646,425.136507,17.4058342,425.162704,17.4218235,425.188944,17.4165134,425.214943,17.3942661,425.240938,17.496933,425.30036,17.4213257,425.326086,17.4493408,425.35201,17.4721203,425.377946,17.4682446,425.403945,17.5035782,425.432099,17.4410934,425.458303,17.4543419,425.486836,17.4892731,425.512938,17.4871902,425.538937,17.4978981,425.564944,17.4353352,425.590944,
87,17.4704189,429.946047,17.4338913,429.972297,17.4447384,429.998244,17.4151478,430.02394,17.4577541,430.049938,17.4219189,430.07594,17.484251,430.101939,17.4457836,430.127941,17.4053841,430.153943,17.425499,430.182492,17.4155788,430.208384,17.394268,430.234304,17.4891548,430.29394,17.4294186,430.319938,17.4512959,430.34594,17.4735146,430.371941,17.4706192,430.397943,17.4950619,430.423944,17.444397,430.454791,17.4575539,430.48094,17.4855442,430.506954,17.4883499,430.532943,17.4935856,430.558937,17.4425678,430.584939,
88,17.4697533,434.949002,17.4389572,434.977896,17.4401226,435.003942,17.4207382,435.029942,17.4578018,435.05594,17.4221802,435.081941,17.4860725,435.108047,17.4433594,435.135944,17.4099522,435.162121,17.4221306,435.188082,17.4170551,435.213942,17.3967609,435.239945,17.4942036,435.299377,17.4262028,435.325105,17.4481125,435.351025,17.4756088,435.376948,17.4632816,435.402939,17.5058556,435.42894,17.4421234,435.455781,17.4539719,435.484355,17.4917545,435.510264,17.4856491,435.536217,17.5005169,435.561942,17.4339371,435.587944,
89,17.471714,439.948612,17.4387703,439.97494,17.4427795,440.006469,17.4178028,440.032359,17.4615021,440.058299,17.4236851,440.083939,17.4879398,440.110151,17.4426937,440.135942,17.4065418,440.16469,17.4253559,440.190938,17.415266,440.216948,17.3987446,440.242937,17.4905682,440.302318,17.4349766,440.328246,17.4410858,440.353939,17.4789829,440.379938,17.4628334,440.405948,17.5061073,440.431936,17.4467812,440.458743,17.4511833,440.484938,17.4945717,440.51368,17.485363,440.53994,17.5003433,440.565945,17.4384708,440.591941,
90,17.4710445,444.946876,17.4391766,444.972943,17.4440727,444.998942,17.4213867,445.025145,17.4598522,445.050942,17.4273014,445.076942,17.4832745,445.102948,17.4456463,445.128962,17.4091187,445.156502,17.4251099,445.18246,17.4171448,445.208021,17.3953629,445.233942,17.4964466,445.293363,17.4254551,445.319092,17.4560413,445.345002,17.4730988,445.370944,17.4686623,445.396941,17.5000191,445.422938,17.4499378,445.448958,17.4552555,445.479967,17.4885082,445.5062,17.4893093,445.532157,17.4986134,445.557938,17.439497,445.58394,
91,17.4728203,449.946941,17.4403095,449.973211,17.4454384,450.004725,17.4210644,450.030944,17.4638081,450.056949,17.4238434,450.082938,17.4895,450.108943,17.444231,450.134938,17.4097061,450.160938,17.4263325,450.19027,17.4162025,450.216205,17.4010277,450.24194,17.4888897,450.301336,17.434948,450.327267,17.4450188,450.352941,17.4811039,450.378936,17.4644375,450.404945,17.5048141,450.430935,17.4469852,450.456943,17.4519825,450.482984,17.4956512,450.514606,17.4897137,450.540937,17.4962444,450.566946,17.446743,450.592939,
92,17.4742069,454.947002,17.4418201,454.972944,17.444664,454.998946,17.4246998,455.024941,17.460886,455.050943,17.4263763,455.076943,17.487875,455.10294,17.4465084,455.128952,17.4092789,455.154946,17.424511,455.181144,17.419014,455.209944,17.3987656,455.235939,17.4960747,455.295365,17.4277401,455.321085,17.4497452,455.347,17.4786663,455.37294,17.4649372,455.398938,17.5078869,455.424941,17.443306,455.450944,17.4573956,455.476958,17.4900417,455.502943,17.4909801,455.529481,17.5041199,455.558062,17.4366894,455.584272,
93,17.4745522,459.947939,17.4457092,459.974192,17.447155,460.002738,17.4228706,460.028948,17.466053,460.054944,17.426363,460.080936,17.4898319,460.106946,17.4450474,460.132958,17.4113598,460.158938,17.4273796,460.184945,17.416811,460.210941,17.4015427,460.239522,17.4915104,460.298944,17.435545,460.324944,17.4451504,460.350938,17.4816074,460.376941,17.4656734,460.402938,17.5064278,460.42894,17.4474754,460.454944,17.4529514,460.480958,17.4974194,460.506939,17.4844704,460.532991,17.5002556,460.563191,17.4430943,460.588952,
94,17.4773636,464.953836,17.441988,464.980087,17.4506626,465.006025,17.4212036,465.031948,17.4675102,465.057939,17.4287529,465.083946,17.4877415,465.109943,17.4494076,465.135937,17.4094429,465.161946,17.427515,465.187945,17.416708,465.214012,17.3985786,465.243615,17.4925995,465.302942,17.432106,465.328946,17.4544315,465.354956,17.4767494,465.380936,17.4744587,465.406943,17.4986019,465.432936,17.4507256,465.45894,17.4525452,465.484935,17.4970989,465.510938,17.4879818,465.536951,17.4988747,465.563429,17.4452801,465.589638,
95,17.4764595,469.946486,17.446701,469.972751,17.445816,469.998943,17.4232101,470.025132,17.4672699,470.051104,17.4298611,470.076946,17.4894123,470.102945,17.4467297,470.128938,17.4117355,470.154939,17.4256611,470.180943,17.4229774,470.206944,17.4010029,470.237779,17.4922771,470.297223,17.4367657,470.32319,17.4447384,470.348954,17.4825039,470.374941,17.4652882,470.400942,17.5073032,470.426947,17.4481621,470.452939,17.4563351,470.47896,17.4962711,470.504937,17.4862213,470.53094,17.5062675,470.557052,17.4430237,470.587127,
96,17.4796696,474.951808,17.445034,474.978062,17.4505558,475.004004,17.4230537,475.029949,17.4706268,475.055944,17.4290199,475.081938,17.4894123,475.107937,17.44944,475.133939,17.4092445,475.159944,17.4287586,475.185939,17.419487,475.211937,17.4027462,475.237949,17.4925346,475.301942,17.4333897,475.327942,17.4542503,475.353957,17.4782028,475.379944,17.474184,475.405945,17.4997215,475.431939,17.4524021,475.457947,17.4527283,475.483955,17.4982891,475.509941,17.4884243,475.535942,17.5013294,475.561935,17.4442558,475.587945,
97,17.4784298,479.946947,17.4494076,479.973224,17.4491272,479.998945,17.4255848,480.024939,17.4686184,480.050942,17.4315815,480.076941,17.4913254,480.102941,17.4483986,480.128942,17.4128418,480.154939,17.4258823,480.180941,17.4234791,480.20694,17.4012699,480.232941,17.4993725,480.292328,17.4295063,480.318484,17.4452171,480.349068,17.4830761,480.375024,17.4674225,480.400984,17.5083656,480.42694,17.4483356,480.452941,17.4559574,480.478955,17.498373,480.504942,17.4873409,480.530938,17.5067806,480.556939,17.439806,480.582944,
98,17.4815445,484.950872,17.4469051,484.977147,17.4526901,485.003217,17.426302,485.030298,17.4729023,485.056243,17.4302349,485.082175,17.4904423,485.10794,17.451355,485.133936,17.4112816,485.159943,17.4290257,485.185945,17.4196148,485.211938,17.4041519,485.237943,17.4949284,485.296997,17.4390392,485.322941,17.4452934,485.349111,17.4804897,485.379161,17.4735298,485.4051,17.5016232,485.431027,17.4564934,485.456945,17.4538326,485.482954,17.4989147,485.508939,17.4878349,485.53494,17.5038719,485.560941,17.4438267,485.58694,
99,17.4799938,489.946891,17.4453583,489.981732,17.4525871,490.007941,17.4289227,490.034059,17.4698315,490.059939,17.4338627,490.085943,17.4893799,490.111939,17.4529076,490.137939,17.4103565,490.163938,17.4318008,490.189942,17.4195023,490.21594,17.4007416,490.241939,17.4943008,490.301337,17.4360371,490.327048,17.4539433,490.353042,17.4763088,490.381428,17.4739246,490.410028,17.505619,490.435948,17.4511166,490.461947,17.4586296,490.48796,17.4928684,490.513941,17.4980659,490.539943,17.4984875,490.565937,17.4470196,490.591937,
100,17.4817638,494.949273,17.4481983,494.975524,17.4546146,495.001468,17.4290161,495.027322,17.4722595,495.05343,17.4326439,495.079946,17.4952908,495.105937,17.4498959,495.131953,17.4119549,495.157941,17.4303532,495.183947,17.4209881,495.20994,17.4038258,495.235945,17.4989014,495.295002,17.4354038,495.320941,17.4476604,495.346941,17.4866943,495.37295,17.4677258,495.4011,17.5087891,495.427037,17.4558468,495.455582,17.4516945,495.48194,17.4987946,495.507939,17.4898205,495.533944,17.5061874,495.559938,17.4432278,495.585941,
101,17.4811401,499.947024,17.4479465,499.978889,17.4571838,500.004943,17.4287357,500.03094,17.4752026,500.056944,17.4354935,500.083025,17.4910698,500.110136,17.4523544,500.135936,17.4125996,500.162142,17.4335327,500.188119,17.4194164,500.213937,17.4054031,500.239938,17.4941292,500.299366,17.4374046,500.325095,17.4535427,500.35102,17.4842854,500.376942,17.4701309,500.402938,17.5026588,500.431082,17.4553242,500.457308,17.4566784,500.485836,17.4962883,500.511941,17.4954052,500.537948,17.499239,500.563946,17.4524822,500.58994,
102,17.4831982,504.947789,17.4498959,504.97409,17.4552135,505.008602,17.432457,505.03494,17.472744,505.060937,17.437748,505.086944,17.4903145,505.113086,17.4505196,505.140944,17.4150982,505.166945,17.4314022,505.192955,17.4237938,505.218942,17.4019585,505.244942,17.5010929,505.304317,17.4304752,505.330237,17.4623756,505.355956,17.4789085,505.381942,17.4744625,505.407943,17.5048485,505.43395,17.4503307,505.462438,17.4632607,505.488376,17.4947491,505.517102,17.4948425,505.543028,17.5024834,505.568969,17.4460602,505.594937,
103,17.4860287,509.948037,17.4506817,509.976953,17.4586601,510.002942,17.4309597,510.028945,17.4777107,510.05494,17.4364109,510.080939,17.4922829,510.106942,17.4544067,510.132944,17.4137154,510.161166,17.4349327,510.187122,17.4204865,510.212943,17.4061928,510.238942,17.4952412,510.298357,17.4383259,510.324096,17.4549313,510.350014,17.4853516,510.375938,17.4718971,510.401946,17.5072823,510.427941,17.4576302,510.453973,17.4585171,510.484962,17.4969158,510.511204,17.4966125,510.53717,17.4995117,510.562938,17.45294,510.588941,
104,17.48419,514.945937,17.4515076,514.972198,17.4582176,514.998163,17.4334068,515.023944,17.4761925,515.049938,17.437067,515.075941,17.4956608,515.10194,17.4518986,515.127956,17.4186821,515.15406,17.4335899,515.181938,17.423851,515.207945,17.4053383,515.233946,17.4982243,515.292998,17.4391079,515.318946,17.448801,515.344939,17.4890518,515.370942,17.4697113,515.39695,17.51124,515.422945,17.451107,515.448938,17.4625397,515.474943,17.4997101,515.501313,17.4910126,515.529895,17.5080376,515.555938,17.4439526,515.58195,
105,17.4876232,519.946936,17.4527874,519.975808,17.4622593,520.001942,17.4317703,520.027945,17.4762363,520.05394,17.4412346,520.079939,17.4940929,520.105943,17.4547176,520.13194,17.4139347,520.158665,17.435709,520.184943,17.4246197,520.213482,17.404829,520.239662,17.4990463,520.29911,17.4361076,520.324943,17.4626484,520.350956,17.4796371,520.376945,17.4788914,520.402938,17.5066624,520.428934,17.4573441,520.454944,17.4664936,520.485818,17.495882,520.511943,17.4968834,520.537939,17.5024948,520.563939,17.4511108,520.589937,
106,17.4902477,524.948141,17.4535408,524.974396,17.4574604,525.008865,17.4374981,525.034936,17.4777699,525.060957,17.4395027,525.086949,17.4952507,525.112943,17.4547005,525.138936,17.4181061,525.164942,17.431757,525.190942,17.4282532,525.216944,17.4065056,525.245507,17.5031834,525.304942,17.4359932,525.330943,17.452549,525.356942,17.4892998,525.382938,17.4699516,525.408942,17.5145988,525.434944,17.4516544,525.460937,17.4637451,525.486943,17.505991,525.517965,17.4920082,525.543942,17.5081615,525.569942,17.4462204,525.595941,
107,17.4913673,529.946886,17.4557323,529.975774,17.460537,530.001939,17.4372616,530.027943,17.478096,530.053938,17.4422512,530.07994,17.4935589,530.105944,17.4596901,530.13194,17.4148922,530.157943,17.4320679,530.184085,17.4268475,530.212941,17.4044037,530.238939,17.5059795,530.298383,17.432436,530.324102,17.462986,530.350046,17.4824181,530.375951,17.4775124,530.401939,17.5081825,530.427941,17.4567776,530.453944,17.4626579,530.479944,17.4984455,530.505942,17.5018787,530.53249,17.5050602,530.561082,17.4512405,530.587307,
108,17.4937897,534.947939,17.4573421,534.974204,17.4592075,535.005721,17.4374733,535.031938,17.4797535,535.057947,17.4430676,535.083938,17.4974232,535.109943,17.4546547,535.135957,17.4188995,535.161943,17.4333439,535.187943,17.4302444,535.214049,17.4076576,535.24238,17.504528,535.301944,17.4390259,535.327944,17.4536247,535.35394,17.4897709,535.379944,17.470026,535.405941,17.5156555,535.43194,17.4536896,535.457947,17.4651489,535.483957,17.49823,535.509941,17.4972954,535.535943,17.5102711,535.562464,17.4458961,535.591347,
109,17.491888,539.95668,17.4570923,539.982941,17.4629974,540.008945,17.4379005,540.034949,17.4833603,540.060939,17.4413452,540.086947,17.49897,540.112937,17.4562721,540.138938,17.4171791,540.164943,17.4358635,540.190941,17.4258442,540.216942,17.4079857,540.243036,17.4999027,540.30594,17.4415302,540.331942,17.4581089,540.357959,17.4877186,540.38394,17.4772987,540.409944,17.51017,540.435941,17.4623127,540.461943,17.4566193,540.487958,17.503706,540.513947,17.4944935,540.539937,17.5112858,540.565941,17.4483261,540.591944,
110,17.491848,544.949046,17.4602718,544.975312,17.4625607,545.001114,17.4431496,545.027082,17.4787483,545.053042,17.4443932,545.078939,17.4979115,545.104939,17.4565411,545.130957,17.419014,545.156942,17.4337826,545.182941,17.4288616,545.208938,17.4062748,545.234946,17.509409,545.294322,17.4355793,545.320414,17.4575005,545.349348,17.4883709,545.375293,17.473362,545.401239,17.5175495,545.426941,17.4519844,545.452944,17.4659595,545.478944,17.4988098,545.504941,17.4999313,545.530941,17.5062389,545.556945,17.4509716,545.582939,
111,17.4923725,549.951488,17.4595814,549.97771,17.4647617,550.00395,17.4401302,550.029959,17.4840984,550.055936,17.4456253,550.081938,17.5002213,550.107946,17.4542084,550.133937,17.4212818,550.15994,17.4366589,550.18594,17.4270573,550.211941,17.4094715,550.237941,17.5053253,550.297007,17.4389153,550.323126,17.4555912,550.352672,17.4896851,550.37894,17.474638,550.404941,17.5146332,550.430946,17.4590626,550.456943,17.4610233,550.482956,17.5078888,550.508945,17.4920788,550.534937,17.5115852,550.560937,17.4491367,550.586945,
112,17.4948483,554.946344,17.458786,554.981179,17.4686356,555.007192,17.4399071,555.033214,17.4855614,555.05894,17.4465294,555.084941,17.4968662,555.110941,17.4591198,555.136945,17.4199085,555.162939,17.4377747,555.188953,17.4255638,555.214937,17.4128017,555.240936,17.4988995,555.300346,17.4435616,555.326122,17.4608688,555.354231,17.4886513,555.380181,17.4831352,555.40875,17.5113811,555.43494,17.4611282,555.460948,17.4615021,555.486939,17.503931,555.512946,17.4996204,555.538944,17.5075264,555.564942,17.4583683,555.590941,
113,17.4946175,559.947087,17.4657898,559.973341,17.4648952,559.999276,17.4411964,560.025258,17.4847469,560.05149,17.4480419,560.077467,17.4998398,560.103208,17.4573746,560.129126,17.4214935,560.155054,17.4349136,560.180939,17.4328156,560.206938,17.4090996,560.232948,17.5075245,560.29202,17.4378433,560.317939,17.4606228,560.343941,17.4915943,560.375222,17.4755192,560.401162,17.5164852,560.427085,17.4565678,560.452937,17.4644566,560.478935,17.5061607,560.504941,17.4953556,560.53094,17.5148182,560.556947,17.4481926,560.582946,
114,17.4949436,564.945938,17.4620094,564.977815,17.4703655,565.003939,17.44174,565.030085,17.488472,565.055943,17.4482689,565.081944,17.4983292,565.107951,17.4607658,565.133955,17.4208088,565.159938,17.4381142,565.185944,17.4271622,565.21194,17.4139805,565.237941,17.5008163,565.297374,17.4464989,565.323093,17.4576492,565.34923,17.487236,565.378893,17.4840584,565.404946,17.5093575,565.430942,17.4611454,565.456942,17.4615192,565.48294,17.5078316,565.50894,17.4983101,565.534939,17.5103798,565.560943,17.454401,565.586946,
115,17.4959507,569.945968,17.4636688,569.972264,17.4684772,570.006778,17.4458904,570.03294,17.486742,570.05895,17.4501362,570.084943,17.4976349,570.110944,17.4635181,570.136948,17.4198265,570.162944,17.437767,570.188953,17.4299126,570.214947,17.4104424,570.240944,17.5046158,570.300302,17.443182,570.326233,17.4660454,570.351965,17.4868336,570.381552,17.4829731,570.4075,17.5134163,570.433068,17.4611168,570.458945,17.466011,570.484957,17.5026951,570.51094,17.5065327,570.536945,17.5052719,570.562942,17.4554672,570.588942,
116,17.4977646,574.956699,17.4661789,574.982951,17.4688854,575.008939,17.4481659,575.034949,17.4855633,575.061199,17.450016,575.087169,17.5007896,575.112944,17.4598618,575.138936,17.422905,575.164943,17.437397,575.190941,17.4318047,575.216942,17.4100704,575.242949,17.5121956,575.301989,17.4374161,575.327947,17.4649792,575.353943,17.4866066,575.379943,17.4756718,575.410655,17.5201168,575.436939,17.4566441,575.46294,17.4680805,575.488955,17.5030766,575.514945,17.502142,575.540938,17.5128555,575.566945,17.451149,575.592941,
117,17.5002995,579.94694,17.4638977,579.973178,17.4718838,580.001728,17.4457951,580.027939,17.487627,580.054092,17.4530258,580.079941,17.5006256,580.105946,17.4624233,580.131942,17.419899,580.157937,17.4424553,580.183942,17.4298477,580.209939,17.4116821,580.235943,17.5047398,580.29533,17.4450665,580.321278,17.4629841,580.346943,17.4857769,580.375442,17.4855156,580.401396,17.5145111,580.429926,17.4606667,580.456115,17.4687157,580.482068,17.5033474,580.507965,17.5076027,580.533938,17.5069218,580.559943,17.4567833,580.585942,
118,17.5002651,584.953598,17.4687691,584.979944,17.4704494,585.005948,17.4507542,585.031946,17.4876881,585.05814,17.4518909,585.084119,17.5028095,585.109937,17.4608517,585.135953,17.4235783,585.161938,17.4385395,585.187943,17.4343433,585.213943,17.4105511,585.239942,17.5130062,585.299024,17.4387817,585.32494,17.4649734,585.350937,17.497261,585.382198,17.4771614,585.408139,17.5193901,585.434068,17.4579258,585.459944,17.4695969,585.485956,17.5054245,585.51194,17.5005589,585.537939,17.5150166,585.56394,17.4496651,585.589938,
119,17.5043983,589.946977,17.4683647,589.973249,17.4727077,589.99894,17.4493694,590.025252,17.4902115,590.051399,17.4557915,590.077022,17.5013866,590.102944,17.4652061,590.128954,17.4209042,590.154941,17.4406643,590.180946,17.4329185,590.206943,17.413353,590.232945,17.5067444,590.292339,17.4451523,590.318282,17.466383,590.343938,17.4898815,590.36994,17.4833107,590.399519,17.5142689,590.425094,17.4646282,590.450986,17.4676876,590.476959,17.5042801,590.502942,17.5059643,590.528944,17.5079021,590.554938,17.4599094,590.580942,
120,17.5033054,594.949048,17.4704037,594.975283,17.472084,595.001236,17.4533653,595.026942,17.4907742,595.053039,17.4555511,595.079034,17.5031109,595.104941,17.4624596,595.130954,17.4264774,595.156942,17.4409275,595.182941,17.4349136,595.208936,17.4117069,595.234943,17.5143089,595.294012,17.440033,595.31994,17.467926,595.345941,17.4967079,595.376956,17.4765186,595.402944,17.5212669,595.428938,17.4599342,595.454946,17.4715137,595.480955,17.5047169,595.506947,17.5024223,595.532944,17.5156193,595.558936,17.4537983,595.584946,
